"years_since_cessation","condition","prop_risk_reduction"
16,"Haemorrhagic_Stroke",1.00000000000159
16,"Ischaemic_Stroke",1.00000000000159
16,"Peripheral_arterial_disease",1.00000000000159
16,"Abdominal_aortic_aneurysm",1.00000000000159
16,"Venous_thromboembolism",1.00000000000159
16,"Chronic_obstructive_pulmonary_disease",0.868911918
16,"Asthma",1
16,"Tuberculosis",1
16,"Obstructive_sleep_apnoea",1
16,"Pneumonia",1
16,"Influenza_clinically_diagnosed",1
16,"Influenza_microbiologically_confirmed",1
16,"Diabetes",1.00000000000159
16,"Alzheimers_disease",1
16,"Vascular_dementia",1
16,"All_cause_dementia",1
16,"Depression",1
16,"Schizophrenia",1
16,"Multiple_sclerosis",1
16,"Systematic_lupus_erythematosis",1
16,"Low_back_pain",1
16,"Psoriasis",1
16,"Age_related_macular_degeneration",1
16,"Crohns_disease",1
16,"Hip_fracture",1
16,"Idiopathic_pulmonary_fibrosis",1
16,"Rheumatoid_arthritis",1
16,"Chronic_Kidney_disease",1
16,"End_stage_renal_disease",1
16,"Senile_cataract",1
16,"Bulimia",1
16,"Hearing_loss",1
16,"Ulcerative_colitis",1
16,"Psychosis",1
16,"Parkinson",1
17,"Oral_cavity",0.789485087
17,"Pharynx",0.789485087
17,"Lung",0.789485087
17,"Nasopharynx_sinonasal",0.789485087
17,"Larynx",0.789485087
17,"Oesophageal_AC",0.789485087
17,"Oesophageal_SCC",0.789485087
17,"Stomach",0.789485087
17,"Pancreas",0.789485087
17,"Liver",0.789485087
17,"Colorectal",0.789485087
17,"Kidney",0.789485087
17,"Lower_urinary_tract",0.789485087
17,"Bladder",0.789485087
17,"Cervical",0.789485087
17,"Acute_myeloid_leukaemia",0.789485087
17,"Ischaemic_heart_disease",1.00000000000248
17,"Haemorrhagic_Stroke",1.00000000000248
17,"Ischaemic_Stroke",1.00000000000248
17,"Peripheral_arterial_disease",1.00000000000248
17,"Abdominal_aortic_aneurysm",1.00000000000248
17,"Venous_thromboembolism",1.00000000000248
17,"Chronic_obstructive_pulmonary_disease",0.8838718
17,"Asthma",1
17,"Tuberculosis",1
17,"Obstructive_sleep_apnoea",1
17,"Pneumonia",1
17,"Influenza_clinically_diagnosed",1
17,"Influenza_microbiologically_confirmed",1
17,"Diabetes",1.00000000000248
17,"Alzheimers_disease",1
17,"Vascular_dementia",1
17,"All_cause_dementia",1
17,"Depression",1
17,"Schizophrenia",1
17,"Multiple_sclerosis",1
17,"Systematic_lupus_erythematosis",1
17,"Low_back_pain",1
17,"Psoriasis",1
17,"Age_related_macular_degeneration",1
17,"Crohns_disease",1
17,"Hip_fracture",1
17,"Idiopathic_pulmonary_fibrosis",1
17,"Rheumatoid_arthritis",1
17,"Chronic_Kidney_disease",1
17,"End_stage_renal_disease",1
17,"Senile_cataract",1
17,"Bulimia",1
17,"Hearing_loss",1
17,"Ulcerative_colitis",1
17,"Psychosis",1
17,"Parkinson",1
18,"Oral_cavity",0.808530847
18,"Pharynx",0.808530847
18,"Lung",0.808530847
18,"Nasopharynx_sinonasal",0.808530847
18,"Larynx",0.808530847
18,"Oesophageal_AC",0.808530847
18,"Oesophageal_SCC",0.808530847
18,"Stomach",0.808530847
18,"Pancreas",0.808530847
18,"Liver",0.808530847
18,"Colorectal",0.808530847
18,"Kidney",0.808530847
18,"Lower_urinary_tract",0.808530847
18,"Bladder",0.808530847
18,"Cervical",0.808530847
18,"Acute_myeloid_leukaemia",0.808530847
18,"Ischaemic_heart_disease",1.00000000000328
18,"Haemorrhagic_Stroke",1.00000000000328
18,"Ischaemic_Stroke",1.00000000000328
18,"Peripheral_arterial_disease",1.00000000000328
18,"Abdominal_aortic_aneurysm",1.00000000000328
18,"Venous_thromboembolism",1.00000000000328
18,"Chronic_obstructive_pulmonary_disease",0.89718927
18,"Asthma",1
18,"Tuberculosis",1
18,"Obstructive_sleep_apnoea",1
18,"Pneumonia",1
18,"Influenza_clinically_diagnosed",1
18,"Influenza_microbiologically_confirmed",1
18,"Diabetes",1.00000000000328
18,"Alzheimers_disease",1
18,"Vascular_dementia",1
18,"All_cause_dementia",1
18,"Depression",1
18,"Schizophrenia",1
18,"Multiple_sclerosis",1
18,"Systematic_lupus_erythematosis",1
18,"Low_back_pain",1
18,"Psoriasis",1
18,"Age_related_macular_degeneration",1
18,"Crohns_disease",1
18,"Hip_fracture",1
18,"Idiopathic_pulmonary_fibrosis",1
18,"Rheumatoid_arthritis",1
18,"Chronic_Kidney_disease",1
18,"End_stage_renal_disease",1
18,"Senile_cataract",1
18,"Bulimia",1
18,"Hearing_loss",1
18,"Ulcerative_colitis",1
18,"Psychosis",1
18,"Parkinson",1
19,"Oral_cavity",0.826063007
19,"Pharynx",0.826063007
19,"Lung",0.826063007
19,"Nasopharynx_sinonasal",0.826063007
19,"Larynx",0.826063007
19,"Oesophageal_AC",0.826063007
19,"Oesophageal_SCC",0.826063007
19,"Stomach",0.826063007
19,"Pancreas",0.826063007
19,"Liver",0.826063007
19,"Colorectal",0.826063007
19,"Kidney",0.826063007
19,"Lower_urinary_tract",0.826063007
19,"Bladder",0.826063007
19,"Cervical",0.826063007
19,"Acute_myeloid_leukaemia",0.826063007
19,"Ischaemic_heart_disease",1.000000000004
19,"Haemorrhagic_Stroke",1.000000000004
19,"Ischaemic_Stroke",1.000000000004
19,"Peripheral_arterial_disease",1.000000000004
19,"Abdominal_aortic_aneurysm",1.000000000004
19,"Venous_thromboembolism",1.000000000004
19,"Chronic_obstructive_pulmonary_disease",0.909062628
19,"Asthma",1
19,"Tuberculosis",1
19,"Obstructive_sleep_apnoea",1
19,"Pneumonia",1
19,"Influenza_clinically_diagnosed",1
19,"Influenza_microbiologically_confirmed",1
19,"Diabetes",1.000000000004
19,"Alzheimers_disease",1
19,"Vascular_dementia",1
19,"All_cause_dementia",1
19,"Depression",1
19,"Schizophrenia",1
19,"Multiple_sclerosis",1
19,"Systematic_lupus_erythematosis",1
19,"Low_back_pain",1
19,"Psoriasis",1
19,"Age_related_macular_degeneration",1
19,"Crohns_disease",1
19,"Hip_fracture",1
19,"Idiopathic_pulmonary_fibrosis",1
19,"Rheumatoid_arthritis",1
19,"Chronic_Kidney_disease",1
19,"End_stage_renal_disease",1
19,"Senile_cataract",1
19,"Bulimia",1
19,"Hearing_loss",1
19,"Ulcerative_colitis",1
19,"Psychosis",1
19,"Parkinson",1
20,"Oral_cavity",0.84221434
20,"Pharynx",0.84221434
20,"Lung",0.84221434
20,"Nasopharynx_sinonasal",0.84221434
20,"Larynx",0.84221434
20,"Oesophageal_AC",0.84221434
20,"Oesophageal_SCC",0.84221434
20,"Stomach",0.84221434
20,"Pancreas",0.84221434
20,"Liver",0.84221434
20,"Colorectal",0.84221434
20,"Kidney",0.84221434
20,"Lower_urinary_tract",0.84221434
20,"Bladder",0.84221434
20,"Cervical",0.84221434
20,"Acute_myeloid_leukaemia",0.84221434
20,"Ischaemic_heart_disease",1.00000000000464
20,"Haemorrhagic_Stroke",1.00000000000464
20,"Ischaemic_Stroke",1.00000000000464
20,"Peripheral_arterial_disease",1.00000000000464
20,"Abdominal_aortic_aneurysm",1.00000000000464
20,"Venous_thromboembolism",1.00000000000464
20,"Chronic_obstructive_pulmonary_disease",0.919663009
20,"Asthma",1
20,"Tuberculosis",1
20,"Obstructive_sleep_apnoea",1
20,"Pneumonia",1
20,"Influenza_clinically_diagnosed",1
20,"Influenza_microbiologically_confirmed",1
20,"Diabetes",1.00000000000464
20,"Alzheimers_disease",1
20,"Vascular_dementia",1
20,"All_cause_dementia",1
20,"Depression",1
20,"Schizophrenia",1
20,"Multiple_sclerosis",1
20,"Systematic_lupus_erythematosis",1
20,"Low_back_pain",1
20,"Psoriasis",1
20,"Age_related_macular_degeneration",1
20,"Crohns_disease",1
20,"Hip_fracture",1
20,"Idiopathic_pulmonary_fibrosis",1
20,"Rheumatoid_arthritis",1
20,"Chronic_Kidney_disease",1
20,"End_stage_renal_disease",1
20,"Senile_cataract",1
20,"Bulimia",1
20,"Hearing_loss",1
20,"Ulcerative_colitis",1
20,"Psychosis",1
20,"Parkinson",1
21,"Oral_cavity",0.857104914
21,"Pharynx",0.857104914
21,"Lung",0.857104914
21,"Nasopharynx_sinonasal",0.857104914
21,"Larynx",0.857104914
21,"Oesophageal_AC",0.857104914
21,"Oesophageal_SCC",0.857104914
21,"Stomach",0.857104914
21,"Pancreas",0.857104914
21,"Liver",0.857104914
21,"Colorectal",0.857104914
21,"Kidney",0.857104914
21,"Lower_urinary_tract",0.857104914
21,"Bladder",0.857104914
21,"Cervical",0.857104914
21,"Acute_myeloid_leukaemia",0.857104914
21,"Ischaemic_heart_disease",1.00000000000518
21,"Haemorrhagic_Stroke",1.00000000000518
21,"Ischaemic_Stroke",1.00000000000518
21,"Peripheral_arterial_disease",1.00000000000518
21,"Abdominal_aortic_aneurysm",1.00000000000518
21,"Venous_thromboembolism",1.00000000000518
21,"Chronic_obstructive_pulmonary_disease",0.929138365
21,"Asthma",1
21,"Tuberculosis",1
21,"Obstructive_sleep_apnoea",1
21,"Pneumonia",1
21,"Influenza_clinically_diagnosed",1
21,"Influenza_microbiologically_confirmed",1
21,"Diabetes",1.00000000000518
21,"Alzheimers_disease",1
21,"Vascular_dementia",1
21,"All_cause_dementia",1
21,"Depression",1
21,"Schizophrenia",1
21,"Multiple_sclerosis",1
21,"Systematic_lupus_erythematosis",1
21,"Low_back_pain",1
21,"Psoriasis",1
21,"Age_related_macular_degeneration",1
21,"Crohns_disease",1
21,"Hip_fracture",1
21,"Idiopathic_pulmonary_fibrosis",1
21,"Rheumatoid_arthritis",1
21,"Chronic_Kidney_disease",1
21,"End_stage_renal_disease",1
21,"Senile_cataract",1
21,"Bulimia",1
21,"Hearing_loss",1
21,"Ulcerative_colitis",1
21,"Psychosis",1
21,"Parkinson",1
22,"Oral_cavity",0.870843397
22,"Pharynx",0.870843397
22,"Lung",0.870843397
22,"Nasopharynx_sinonasal",0.870843397
22,"Larynx",0.870843397
22,"Oesophageal_AC",0.870843397
22,"Oesophageal_SCC",0.870843397
22,"Stomach",0.870843397
22,"Pancreas",0.870843397
22,"Liver",0.870843397
22,"Colorectal",0.870843397
22,"Kidney",0.870843397
22,"Lower_urinary_tract",0.870843397
22,"Bladder",0.870843397
22,"Cervical",0.870843397
22,"Acute_myeloid_leukaemia",0.870843397
22,"Ischaemic_heart_disease",1.00000000000564
22,"Haemorrhagic_Stroke",1.00000000000564
22,"Ischaemic_Stroke",1.00000000000564
22,"Peripheral_arterial_disease",1.00000000000564
22,"Abdominal_aortic_aneurysm",1.00000000000564
22,"Venous_thromboembolism",1.00000000000564
22,"Chronic_obstructive_pulmonary_disease",0.937616808
22,"Asthma",1
22,"Tuberculosis",1
22,"Obstructive_sleep_apnoea",1
22,"Pneumonia",1
22,"Influenza_clinically_diagnosed",1
22,"Influenza_microbiologically_confirmed",1
22,"Diabetes",1.00000000000564
22,"Alzheimers_disease",1
22,"Vascular_dementia",1
22,"All_cause_dementia",1
22,"Depression",1
22,"Schizophrenia",1
22,"Multiple_sclerosis",1
22,"Systematic_lupus_erythematosis",1
22,"Low_back_pain",1
22,"Psoriasis",1
22,"Age_related_macular_degeneration",1
22,"Crohns_disease",1
22,"Hip_fracture",1
22,"Idiopathic_pulmonary_fibrosis",1
22,"Rheumatoid_arthritis",1
22,"Chronic_Kidney_disease",1
22,"End_stage_renal_disease",1
22,"Senile_cataract",1
22,"Bulimia",1
22,"Hearing_loss",1
22,"Ulcerative_colitis",1
22,"Psychosis",1
22,"Parkinson",1
23,"Oral_cavity",0.883528224
23,"Pharynx",0.883528224
23,"Lung",0.883528224
23,"Nasopharynx_sinonasal",0.883528224
23,"Larynx",0.883528224
23,"Oesophageal_AC",0.883528224
23,"Oesophageal_SCC",0.883528224
23,"Stomach",0.883528224
23,"Pancreas",0.883528224
23,"Liver",0.883528224
23,"Colorectal",0.883528224
23,"Kidney",0.883528224
23,"Lower_urinary_tract",0.883528224
23,"Bladder",0.883528224
23,"Cervical",0.883528224
23,"Acute_myeloid_leukaemia",0.883528224
23,"Ischaemic_heart_disease",1.00000000000602
23,"Haemorrhagic_Stroke",1.00000000000602
23,"Ischaemic_Stroke",1.00000000000602
23,"Peripheral_arterial_disease",1.00000000000602
23,"Abdominal_aortic_aneurysm",1.00000000000602
23,"Venous_thromboembolism",1.00000000000602
23,"Chronic_obstructive_pulmonary_disease",0.945211642
23,"Asthma",1
23,"Tuberculosis",1
23,"Obstructive_sleep_apnoea",1
23,"Pneumonia",1
23,"Influenza_clinically_diagnosed",1
23,"Influenza_microbiologically_confirmed",1
23,"Diabetes",1.00000000000602
23,"Alzheimers_disease",1
23,"Vascular_dementia",1
23,"All_cause_dementia",1
23,"Depression",1
23,"Schizophrenia",1
23,"Multiple_sclerosis",1
23,"Systematic_lupus_erythematosis",1
23,"Low_back_pain",1
23,"Psoriasis",1
23,"Age_related_macular_degeneration",1
23,"Crohns_disease",1
23,"Hip_fracture",1
23,"Idiopathic_pulmonary_fibrosis",1
23,"Rheumatoid_arthritis",1
23,"Chronic_Kidney_disease",1
23,"End_stage_renal_disease",1
23,"Senile_cataract",1
23,"Bulimia",1
23,"Hearing_loss",1
23,"Ulcerative_colitis",1
23,"Psychosis",1
23,"Parkinson",1
24,"Oral_cavity",0.895248632
24,"Pharynx",0.895248632
24,"Lung",0.895248632
24,"Nasopharynx_sinonasal",0.895248632
24,"Larynx",0.895248632
24,"Oesophageal_AC",0.895248632
24,"Oesophageal_SCC",0.895248632
24,"Stomach",0.895248632
24,"Pancreas",0.895248632
24,"Liver",0.895248632
24,"Colorectal",0.895248632
24,"Kidney",0.895248632
24,"Lower_urinary_tract",0.895248632
24,"Bladder",0.895248632
24,"Cervical",0.895248632
24,"Acute_myeloid_leukaemia",0.895248632
24,"Ischaemic_heart_disease",1.00000000000631
24,"Haemorrhagic_Stroke",1.00000000000631
24,"Ischaemic_Stroke",1.00000000000631
24,"Peripheral_arterial_disease",1.00000000000631
24,"Abdominal_aortic_aneurysm",1.00000000000631
24,"Venous_thromboembolism",1.00000000000631
24,"Chronic_obstructive_pulmonary_disease",0.952031986
24,"Asthma",1
24,"Tuberculosis",1
24,"Obstructive_sleep_apnoea",1
24,"Pneumonia",1
24,"Influenza_clinically_diagnosed",1
24,"Influenza_microbiologically_confirmed",1
24,"Diabetes",1.00000000000631
24,"Alzheimers_disease",1
24,"Vascular_dementia",1
24,"All_cause_dementia",1
24,"Depression",1
24,"Schizophrenia",1
24,"Multiple_sclerosis",1
24,"Systematic_lupus_erythematosis",1
24,"Low_back_pain",1
24,"Psoriasis",1
24,"Age_related_macular_degeneration",1
24,"Crohns_disease",1
24,"Hip_fracture",1
24,"Idiopathic_pulmonary_fibrosis",1
24,"Rheumatoid_arthritis",1
24,"Chronic_Kidney_disease",1
24,"End_stage_renal_disease",1
24,"Senile_cataract",1
24,"Bulimia",1
24,"Hearing_loss",1
24,"Ulcerative_colitis",1
24,"Psychosis",1
24,"Parkinson",1
25,"Oral_cavity",0.906085586
25,"Pharynx",0.906085586
25,"Lung",0.906085586
25,"Nasopharynx_sinonasal",0.906085586
25,"Larynx",0.906085586
25,"Oesophageal_AC",0.906085586
25,"Oesophageal_SCC",0.906085586
25,"Stomach",0.906085586
25,"Pancreas",0.906085586
25,"Liver",0.906085586
25,"Colorectal",0.906085586
25,"Kidney",0.906085586
25,"Lower_urinary_tract",0.906085586
25,"Bladder",0.906085586
25,"Cervical",0.906085586
25,"Acute_myeloid_leukaemia",0.906085586
25,"Ischaemic_heart_disease",1.00000000000651
25,"Haemorrhagic_Stroke",1.00000000000651
25,"Ischaemic_Stroke",1.00000000000651
25,"Peripheral_arterial_disease",1.00000000000651
25,"Abdominal_aortic_aneurysm",1.00000000000651
25,"Venous_thromboembolism",1.00000000000651
25,"Chronic_obstructive_pulmonary_disease",0.958162607
25,"Asthma",1
25,"Tuberculosis",1
25,"Obstructive_sleep_apnoea",1
25,"Pneumonia",1
25,"Influenza_clinically_diagnosed",1
25,"Influenza_microbiologically_confirmed",1
25,"Diabetes",1.00000000000651
25,"Alzheimers_disease",1
25,"Vascular_dementia",1
25,"All_cause_dementia",1
25,"Depression",1
25,"Schizophrenia",1
25,"Multiple_sclerosis",1
25,"Systematic_lupus_erythematosis",1
25,"Low_back_pain",1
25,"Psoriasis",1
25,"Age_related_macular_degeneration",1
25,"Crohns_disease",1
25,"Hip_fracture",1
25,"Idiopathic_pulmonary_fibrosis",1
25,"Rheumatoid_arthritis",1
25,"Chronic_Kidney_disease",1
25,"End_stage_renal_disease",1
25,"Senile_cataract",1
25,"Bulimia",1
25,"Hearing_loss",1
25,"Ulcerative_colitis",1
25,"Psychosis",1
25,"Parkinson",1
26,"Oral_cavity",0.916112605
26,"Pharynx",0.916112605
26,"Lung",0.916112605
26,"Nasopharynx_sinonasal",0.916112605
26,"Larynx",0.916112605
26,"Oesophageal_AC",0.916112605
26,"Oesophageal_SCC",0.916112605
26,"Stomach",0.916112605
26,"Pancreas",0.916112605
26,"Liver",0.916112605
26,"Colorectal",0.916112605
26,"Kidney",0.916112605
26,"Lower_urinary_tract",0.916112605
26,"Bladder",0.916112605
26,"Cervical",0.916112605
26,"Acute_myeloid_leukaemia",0.916112605
26,"Ischaemic_heart_disease",1.00000000000662
26,"Haemorrhagic_Stroke",1.00000000000662
26,"Ischaemic_Stroke",1.00000000000662
26,"Peripheral_arterial_disease",1.00000000000662
26,"Abdominal_aortic_aneurysm",1.00000000000662
26,"Venous_thromboembolism",1.00000000000662
26,"Chronic_obstructive_pulmonary_disease",0.963675362
26,"Asthma",1
26,"Tuberculosis",1
26,"Obstructive_sleep_apnoea",1
26,"Pneumonia",1
26,"Influenza_clinically_diagnosed",1
26,"Influenza_microbiologically_confirmed",1
26,"Diabetes",1.00000000000662
26,"Alzheimers_disease",1
26,"Vascular_dementia",1
26,"All_cause_dementia",1
26,"Depression",1
26,"Schizophrenia",1
26,"Multiple_sclerosis",1
26,"Systematic_lupus_erythematosis",1
26,"Low_back_pain",1
26,"Psoriasis",1
26,"Age_related_macular_degeneration",1
26,"Crohns_disease",1
26,"Hip_fracture",1
26,"Idiopathic_pulmonary_fibrosis",1
26,"Rheumatoid_arthritis",1
26,"Chronic_Kidney_disease",1
26,"End_stage_renal_disease",1
26,"Senile_cataract",1
26,"Bulimia",1
26,"Hearing_loss",1
26,"Ulcerative_colitis",1
26,"Psychosis",1
26,"Parkinson",1
27,"Oral_cavity",0.925396497
27,"Pharynx",0.925396497
27,"Lung",0.925396497
27,"Nasopharynx_sinonasal",0.925396497
27,"Larynx",0.925396497
27,"Oesophageal_AC",0.925396497
27,"Oesophageal_SCC",0.925396497
27,"Stomach",0.925396497
27,"Pancreas",0.925396497
27,"Liver",0.925396497
27,"Colorectal",0.925396497
27,"Kidney",0.925396497
27,"Lower_urinary_tract",0.925396497
27,"Bladder",0.925396497
27,"Cervical",0.925396497
27,"Acute_myeloid_leukaemia",0.925396497
27,"Ischaemic_heart_disease",1.00000000000665
27,"Haemorrhagic_Stroke",1.00000000000665
27,"Ischaemic_Stroke",1.00000000000665
27,"Peripheral_arterial_disease",1.00000000000665
27,"Abdominal_aortic_aneurysm",1.00000000000665
27,"Venous_thromboembolism",1.00000000000665
27,"Chronic_obstructive_pulmonary_disease",0.968632908
27,"Asthma",1
27,"Tuberculosis",1
27,"Obstructive_sleep_apnoea",1
27,"Pneumonia",1
27,"Influenza_clinically_diagnosed",1
27,"Influenza_microbiologically_confirmed",1
27,"Diabetes",1.00000000000665
27,"Alzheimers_disease",1
27,"Vascular_dementia",1
27,"All_cause_dementia",1
27,"Depression",1
27,"Schizophrenia",1
27,"Multiple_sclerosis",1
27,"Systematic_lupus_erythematosis",1
27,"Low_back_pain",1
27,"Psoriasis",1
27,"Age_related_macular_degeneration",1
27,"Crohns_disease",1
27,"Hip_fracture",1
27,"Idiopathic_pulmonary_fibrosis",1
27,"Rheumatoid_arthritis",1
27,"Chronic_Kidney_disease",1
27,"End_stage_renal_disease",1
27,"Senile_cataract",1
27,"Bulimia",1
27,"Hearing_loss",1
27,"Ulcerative_colitis",1
27,"Psychosis",1
27,"Parkinson",1
28,"Oral_cavity",0.933998022
28,"Pharynx",0.933998022
28,"Lung",0.933998022
28,"Nasopharynx_sinonasal",0.933998022
28,"Larynx",0.933998022
28,"Oesophageal_AC",0.933998022
28,"Oesophageal_SCC",0.933998022
28,"Stomach",0.933998022
28,"Pancreas",0.933998022
28,"Liver",0.933998022
28,"Colorectal",0.933998022
28,"Kidney",0.933998022
28,"Lower_urinary_tract",0.933998022
28,"Bladder",0.933998022
28,"Cervical",0.933998022
28,"Acute_myeloid_leukaemia",0.933998022
28,"Ischaemic_heart_disease",1.00000000000659
28,"Haemorrhagic_Stroke",1.00000000000659
28,"Ischaemic_Stroke",1.00000000000659
28,"Peripheral_arterial_disease",1.00000000000659
28,"Abdominal_aortic_aneurysm",1.00000000000659
28,"Venous_thromboembolism",1.00000000000659
28,"Chronic_obstructive_pulmonary_disease",0.97308979
28,"Asthma",1
28,"Tuberculosis",1
28,"Obstructive_sleep_apnoea",1
28,"Pneumonia",1
28,"Influenza_clinically_diagnosed",1
28,"Influenza_microbiologically_confirmed",1
28,"Diabetes",1.00000000000659
28,"Alzheimers_disease",1
28,"Vascular_dementia",1
28,"All_cause_dementia",1
28,"Depression",1
28,"Schizophrenia",1
28,"Multiple_sclerosis",1
28,"Systematic_lupus_erythematosis",1
28,"Low_back_pain",1
28,"Psoriasis",1
28,"Age_related_macular_degeneration",1
28,"Crohns_disease",1
28,"Hip_fracture",1
28,"Idiopathic_pulmonary_fibrosis",1
28,"Rheumatoid_arthritis",1
28,"Chronic_Kidney_disease",1
28,"End_stage_renal_disease",1
28,"Senile_cataract",1
28,"Bulimia",1
28,"Hearing_loss",1
28,"Ulcerative_colitis",1
28,"Psychosis",1
28,"Parkinson",1
29,"Oral_cavity",0.941972477
29,"Pharynx",0.941972477
29,"Lung",0.941972477
29,"Nasopharynx_sinonasal",0.941972477
29,"Larynx",0.941972477
29,"Oesophageal_AC",0.941972477
29,"Oesophageal_SCC",0.941972477
29,"Stomach",0.941972477
29,"Pancreas",0.941972477
29,"Liver",0.941972477
29,"Colorectal",0.941972477
29,"Kidney",0.941972477
29,"Lower_urinary_tract",0.941972477
29,"Bladder",0.941972477
29,"Cervical",0.941972477
29,"Acute_myeloid_leukaemia",0.941972477
29,"Ischaemic_heart_disease",1.00000000000645
29,"Haemorrhagic_Stroke",1.00000000000645
29,"Ischaemic_Stroke",1.00000000000645
29,"Peripheral_arterial_disease",1.00000000000645
29,"Abdominal_aortic_aneurysm",1.00000000000645
29,"Venous_thromboembolism",1.00000000000645
29,"Chronic_obstructive_pulmonary_disease",0.977093041
29,"Asthma",1
29,"Tuberculosis",1
29,"Obstructive_sleep_apnoea",1
29,"Pneumonia",1
29,"Influenza_clinically_diagnosed",1
29,"Influenza_microbiologically_confirmed",1
29,"Diabetes",1.00000000000645
29,"Alzheimers_disease",1
29,"Vascular_dementia",1
29,"All_cause_dementia",1
29,"Depression",1
29,"Schizophrenia",1
29,"Multiple_sclerosis",1
29,"Systematic_lupus_erythematosis",1
29,"Low_back_pain",1
29,"Psoriasis",1
29,"Age_related_macular_degeneration",1
29,"Crohns_disease",1
29,"Hip_fracture",1
29,"Idiopathic_pulmonary_fibrosis",1
29,"Rheumatoid_arthritis",1
29,"Chronic_Kidney_disease",1
29,"End_stage_renal_disease",1
29,"Senile_cataract",1
29,"Bulimia",1
29,"Hearing_loss",1
29,"Ulcerative_colitis",1
29,"Psychosis",1
29,"Parkinson",1
30,"Oral_cavity",0.949370227
30,"Pharynx",0.949370227
30,"Lung",0.949370227
30,"Nasopharynx_sinonasal",0.949370227
30,"Larynx",0.949370227
30,"Oesophageal_AC",0.949370227
30,"Oesophageal_SCC",0.949370227
30,"Stomach",0.949370227
30,"Pancreas",0.949370227
30,"Liver",0.949370227
30,"Colorectal",0.949370227
30,"Kidney",0.949370227
30,"Lower_urinary_tract",0.949370227
30,"Bladder",0.949370227
30,"Cervical",0.949370227
30,"Acute_myeloid_leukaemia",0.949370227
30,"Ischaemic_heart_disease",1.00000000000622
30,"Haemorrhagic_Stroke",1.00000000000622
30,"Ischaemic_Stroke",1.00000000000622
30,"Peripheral_arterial_disease",1.00000000000622
30,"Abdominal_aortic_aneurysm",1.00000000000622
30,"Venous_thromboembolism",1.00000000000622
30,"Chronic_obstructive_pulmonary_disease",0.980684373
30,"Asthma",1
30,"Tuberculosis",1
30,"Obstructive_sleep_apnoea",1
30,"Pneumonia",1
30,"Influenza_clinically_diagnosed",1
30,"Influenza_microbiologically_confirmed",1
30,"Diabetes",1.00000000000622
30,"Alzheimers_disease",1
30,"Vascular_dementia",1
30,"All_cause_dementia",1
30,"Depression",1
30,"Schizophrenia",1
30,"Multiple_sclerosis",1
30,"Systematic_lupus_erythematosis",1
30,"Low_back_pain",1
30,"Psoriasis",1
30,"Age_related_macular_degeneration",1
30,"Crohns_disease",1
30,"Hip_fracture",1
30,"Idiopathic_pulmonary_fibrosis",1
30,"Rheumatoid_arthritis",1
30,"Chronic_Kidney_disease",1
30,"End_stage_renal_disease",1
30,"Senile_cataract",1
30,"Bulimia",1
30,"Hearing_loss",1
30,"Ulcerative_colitis",1
30,"Psychosis",1
30,"Parkinson",1
31,"Oral_cavity",0.956237178
31,"Pharynx",0.956237178
31,"Lung",0.956237178
31,"Nasopharynx_sinonasal",0.956237178
31,"Larynx",0.956237178
31,"Oesophageal_AC",0.956237178
31,"Oesophageal_SCC",0.956237178
31,"Stomach",0.956237178
31,"Pancreas",0.956237178
31,"Liver",0.956237178
31,"Colorectal",0.956237178
31,"Kidney",0.956237178
31,"Lower_urinary_tract",0.956237178
31,"Bladder",0.956237178
31,"Cervical",0.956237178
31,"Acute_myeloid_leukaemia",0.956237178
31,"Ischaemic_heart_disease",1.0000000000059
31,"Haemorrhagic_Stroke",1.0000000000059
31,"Ischaemic_Stroke",1.0000000000059
31,"Peripheral_arterial_disease",1.0000000000059
31,"Abdominal_aortic_aneurysm",1.0000000000059
31,"Venous_thromboembolism",1.0000000000059
31,"Chronic_obstructive_pulmonary_disease",0.98390027
31,"Asthma",1
31,"Tuberculosis",1
31,"Obstructive_sleep_apnoea",1
31,"Pneumonia",1
31,"Influenza_clinically_diagnosed",1
31,"Influenza_microbiologically_confirmed",1
31,"Diabetes",1.0000000000059
31,"Alzheimers_disease",1
31,"Vascular_dementia",1
31,"All_cause_dementia",1
31,"Depression",1
31,"Schizophrenia",1
31,"Multiple_sclerosis",1
31,"Systematic_lupus_erythematosis",1
31,"Low_back_pain",1
31,"Psoriasis",1
31,"Age_related_macular_degeneration",1
31,"Crohns_disease",1
31,"Hip_fracture",1
31,"Idiopathic_pulmonary_fibrosis",1
31,"Rheumatoid_arthritis",1
31,"Chronic_Kidney_disease",1
31,"End_stage_renal_disease",1
31,"Senile_cataract",1
31,"Bulimia",1
31,"Hearing_loss",1
31,"Ulcerative_colitis",1
31,"Psychosis",1
31,"Parkinson",1
32,"Oral_cavity",0.962615199
32,"Pharynx",0.962615199
32,"Lung",0.962615199
32,"Nasopharynx_sinonasal",0.962615199
32,"Larynx",0.962615199
32,"Oesophageal_AC",0.962615199
32,"Oesophageal_SCC",0.962615199
32,"Stomach",0.962615199
32,"Pancreas",0.962615199
32,"Liver",0.962615199
32,"Colorectal",0.962615199
32,"Kidney",0.962615199
32,"Lower_urinary_tract",0.962615199
32,"Bladder",0.962615199
32,"Cervical",0.962615199
32,"Acute_myeloid_leukaemia",0.962615199
32,"Ischaemic_heart_disease",1.0000000000055
32,"Haemorrhagic_Stroke",1.0000000000055
32,"Ischaemic_Stroke",1.0000000000055
